factor_id,order_id,traffic_condition,weather_condition,event_type,recorded_at
463,2399,Clear,Clear,Festival,2025-07-29 18:56:08
464,7473,Moderate,Fog,Strike,2025-03-19 22:28:08
465,7998,Clear,Rain,Festival,2025-08-24 09:38:09
466,6784,Clear,Fog,Festival,2025-08-10 08:16:30
467,1126,Moderate,Fog,Strike,2025-08-16 23:53:06
468,2698,Heavy,Clear,,2025-05-02 18:49:23
469,5802,Moderate,Rain,Strike,2025-05-07 05:06:35
470,4575,Heavy,Fog,Holiday,2025-09-09 09:49:44
471,8711,Heavy,Rain,Festival,2025-06-12 22:54:14
472,7621,Heavy,Fog,Holiday,2025-02-20 08:28:50
473,7690,Moderate,Fog,,2025-03-01 22:53:28
474,5131,Moderate,Fog,Strike,2025-04-18 08:43:40
475,9736,Moderate,Rain,,2025-03-17 09:14:37
476,7723,Heavy,Clear,Strike,2025-08-14 21:00:07
477,7973,Clear,Fog,Holiday,2025-08-24 21:53:09
478,6688,Heavy,Fog,Holiday,2025-09-01 09:27:25
479,9535,Moderate,Fog,Festival,2025-04-04 08:40:44
480,129,Moderate,Clear,Festival,2025-02-27 14:06:24
481,7491,Moderate,Fog,Festival,2025-07-15 19:18:25
482,2582,Heavy,Rain,,2025-07-15 00:08:32
483,1433,Clear,Fog,Festival,2025-06-08 16:32:36
484,5863,Heavy,Fog,,2025-09-05 13:31:21
485,4817,Clear,Clear,,2025-05-14 11:59:35
486,7149,Moderate,Clear,Holiday,2025-04-18 09:07:28
487,7270,Clear,Clear,Strike,2025-01-16 15:01:36
488,7090,Heavy,Clear,Festival,2025-04-06 04:33:13
489,5944,Heavy,Clear,,2025-04-25 09:20:38
490,9974,Moderate,Fog,Festival,2025-09-01 08:24:06
491,3044,Clear,Fog,Holiday,2025-05-12 13:07:35
492,2922,Moderate,Fog,Holiday,2025-03-31 17:07:33
493,3717,Moderate,Rain,Festival,2025-06-27 12:23:34
494,431,Heavy,Fog,Festival,2025-06-17 16:18:24
495,4341,Heavy,Fog,,2025-05-04 13:04:16
496,6941,Moderate,Fog,,2025-06-05 15:46:48
497,9428,Moderate,Clear,Festival,2025-05-17 11:46:03
498,772,Heavy,Fog,Holiday,2025-04-13 20:52:36
499,3341,Clear,Clear,,2025-01-26 21:49:39
500,6866,Clear,Clear,,2025-01-27 09:07:29
501,3565,Heavy,Clear,Holiday,2025-04-01 10:24:47
502,6850,Clear,Rain,Strike,2025-06-12 07:39:34
503,8096,Clear,Clear,Strike,2025-01-16 03:38:09
504,9585,Clear,Fog,Festival,2025-06-20 08:12:30
505,9179,Moderate,Rain,Holiday,2025-04-01 11:38:05
506,7206,Heavy,Rain,Festival,2025-03-12 21:49:10
507,6350,Moderate,Rain,Holiday,2025-05-01 23:48:35
508,9485,Moderate,Clear,Holiday,2025-06-08 03:24:27
509,2635,Clear,Fog,Strike,2025-03-20 08:36:41
510,7252,Clear,Clear,,2025-02-25 03:47:21
511,3873,Clear,Fog,Holiday,2025-01-22 00:12:26
512,7760,Clear,Rain,Strike,2025-06-04 01:42:00
513,1530,Heavy,Rain,,2025-02-16 17:33:20
514,4678,Heavy,Clear,Festival,2025-08-05 22:55:06
515,3287,Clear,Fog,Strike,2025-07-20 00:45:19
516,8918,Heavy,Fog,Holiday,2025-05-07 22:57:04
517,146,Heavy,Clear,Holiday,2025-08-14 14:19:25
518,1720,Heavy,Rain,Strike,2025-01-30 17:06:57
519,8259,Clear,Clear,Strike,2025-06-14 20:48:22
520,3056,Clear,Fog,,2025-08-01 02:15:09
521,6654,Moderate,Clear,,2025-01-25 21:22:49
522,2499,Heavy,Rain,Holiday,2025-04-09 23:15:24
523,5987,Moderate,Fog,Festival,2025-07-19 14:23:09
524,626,Moderate,Rain,Holiday,2025-07-13 17:28:56
525,210,Moderate,Clear,,2025-03-16 11:24:23
526,3945,Moderate,Fog,Festival,2025-03-16 13:39:55
527,705,Moderate,Rain,,2025-06-28 05:55:04
528,3620,Moderate,Clear,Festival,2025-05-24 07:47:24
529,8065,Moderate,Fog,Strike,2025-07-05 23:21:06
530,3990,Clear,Clear,,2025-04-03 20:11:08
531,1494,Moderate,Fog,Festival,2025-02-12 04:39:40
532,1085,Moderate,Rain,Festival,2025-05-28 11:54:40
533,1941,Clear,Fog,Strike,2025-02-17 23:10:57
534,3681,Heavy,Fog,Holiday,2025-01-14 21:38:00
535,4551,Clear,Clear,Strike,2025-06-14 07:54:35
536,7726,Heavy,Clear,,2025-05-17 18:50:04
537,628,Heavy,Clear,Strike,2025-01-21 15:00:44
538,5833,Moderate,Rain,Holiday,2025-09-11 23:38:23
539,1338,Heavy,Clear,Festival,2025-03-25 23:17:18
540,9739,Moderate,Fog,,2025-06-22 09:06:13
541,9560,Moderate,Fog,Festival,2025-08-31 04:16:08
542,1373,Clear,Fog,,2025-02-27 05:57:19
543,4901,Clear,Clear,Holiday,2025-08-18 17:16:08
544,281,Clear,Rain,Strike,2025-01-30 00:08:22
545,9567,Heavy,Clear,,2025-01-14 17:50:07
546,3218,Heavy,Clear,,2025-08-18 00:39:44
547,9209,Heavy,Fog,Festival,2025-03-10 02:56:11
548,2148,Heavy,Rain,Strike,2025-01-26 06:05:22
549,7953,Heavy,Rain,,2025-04-04 05:49:20
550,2941,Moderate,Rain,Festival,2025-04-04 05:55:59
551,9072,Moderate,Fog,Holiday,2025-01-28 01:59:55
552,381,Moderate,Clear,,2025-06-12 20:19:50
553,3957,Clear,Rain,,2025-03-31 10:27:02
554,6306,Heavy,Rain,Festival,2025-05-14 10:23:32
555,9024,Moderate,Fog,Holiday,2025-03-30 10:33:40
556,5469,Clear,Rain,Holiday,2025-03-26 11:24:35
557,52,Clear,Clear,Festival,2025-02-12 11:36:24
558,9860,Heavy,Fog,Holiday,2025-08-21 18:03:34
559,5461,Clear,Rain,,2025-09-05 09:50:25
560,4212,Moderate,Clear,Holiday,2025-04-06 11:26:01
561,7822,Moderate,Clear,,2025-03-15 10:04:58
562,3857,Clear,Fog,Strike,2025-05-29 06:00:10
563,8810,Clear,Fog,Festival,2025-04-21 22:58:58
564,1894,Heavy,Fog,Festival,2025-02-15 09:56:18
565,3867,Heavy,Clear,,2025-07-17 16:10:39
566,9412,Heavy,Clear,Holiday,2025-06-07 14:46:13
567,3866,Clear,Clear,Holiday,2025-08-31 08:36:46
568,1262,Heavy,Rain,,2025-08-26 23:52:51
569,5761,Heavy,Fog,Holiday,2025-07-25 14:08:21
570,505,Heavy,Fog,,2025-03-21 19:49:26
571,4000,Clear,Fog,,2025-06-09 17:20:09
572,3188,Clear,Rain,Festival,2025-07-01 00:33:21
573,156,Clear,Fog,Festival,2025-05-01 14:01:04
574,1401,Clear,Clear,Strike,2025-05-20 11:30:04
575,3057,Moderate,Clear,Strike,2025-07-26 22:40:22
576,8666,Moderate,Rain,Strike,2025-02-05 14:26:10
577,3289,Moderate,Fog,Holiday,2025-08-27 21:15:04
578,7390,Clear,Clear,Holiday,2025-07-10 04:51:28
579,1701,Heavy,Fog,Festival,2025-09-09 10:27:27
580,1585,Heavy,Rain,Strike,2025-04-29 01:27:08
581,7155,Moderate,Clear,Festival,2025-03-10 17:29:46
582,357,Moderate,Clear,Strike,2025-03-14 13:22:28
583,3262,Heavy,Fog,Festival,2025-01-26 18:23:01
584,4675,Clear,Rain,Holiday,2025-03-15 14:02:47
585,8381,Clear,Fog,Holiday,2025-05-15 07:13:36
586,3577,Moderate,Rain,Festival,2025-07-31 12:29:52
587,2852,Moderate,Clear,Festival,2025-08-13 10:27:39
588,4809,Clear,Rain,Strike,2025-05-29 08:48:02
589,2860,Heavy,Clear,Festival,2025-08-10 15:09:39
590,5795,Heavy,Fog,Holiday,2025-01-16 16:20:15
591,4614,Heavy,Clear,,2025-05-22 22:58:06
592,1498,Moderate,Clear,Holiday,2025-02-03 15:19:51
593,636,Clear,Fog,Strike,2025-01-31 02:08:52
594,8268,Clear,Rain,,2025-06-17 16:10:43
595,5049,Clear,Fog,Festival,2025-07-07 06:06:06
596,8490,Moderate,Rain,Holiday,2025-03-27 01:47:36
597,7147,Moderate,Fog,Festival,2025-06-10 22:23:07
598,5177,Clear,Rain,Festival,2025-06-18 22:34:05
599,5068,Moderate,Rain,Strike,2025-03-10 23:10:09
600,880,Moderate,Fog,Festival,2025-07-20 03:55:49
601,6663,Heavy,Rain,Holiday,2025-01-13 21:30:37
602,6394,Moderate,Fog,Holiday,2025-06-01 22:28:34
603,4162,Moderate,Clear,Holiday,2025-02-09 17:56:52
604,187,Clear,Rain,Festival,2025-09-04 10:11:37
605,8008,Clear,Rain,Festival,2025-07-21 05:48:50
606,4526,Heavy,Fog,Holiday,2025-04-06 08:21:22
607,8919,Heavy,Rain,Holiday,2025-04-01 02:40:07
608,4695,Clear,Rain,,2025-06-30 19:21:45
609,4578,Moderate,Clear,Festival,2025-02-19 16:06:29
610,8210,Heavy,Fog,Holiday,2025-06-11 02:08:41
611,5935,Heavy,Clear,,2025-07-09 22:44:27
612,2159,Clear,Rain,,2025-02-24 11:29:45
613,3430,Heavy,Clear,Strike,2025-04-18 10:09:53
614,2831,Heavy,Clear,Festival,2025-05-15 12:44:44
615,8504,Heavy,Fog,,2025-02-06 21:47:26
616,260,Heavy,Rain,,2025-03-14 22:18:58
617,9832,Clear,Clear,Strike,2025-02-08 06:59:05
618,5014,Moderate,Rain,,2025-02-21 19:40:03
619,9370,Moderate,Fog,Festival,2025-03-28 01:53:06
620,9641,Heavy,Clear,Holiday,2025-04-13 05:39:15
621,9758,Clear,Clear,Festival,2025-02-03 07:05:27
622,5395,Clear,Clear,Festival,2025-07-18 11:15:50
623,2797,Clear,Clear,Strike,2025-05-04 03:20:53
624,5510,Heavy,Clear,Festival,2025-04-01 06:39:35
625,3120,Clear,Fog,Festival,2025-05-05 17:04:20
626,2247,Moderate,Rain,,2025-01-12 19:21:20
627,4603,Heavy,Fog,Festival,2025-08-12 00:23:53
628,146,Heavy,Clear,Strike,2025-02-18 13:36:38
629,6725,Heavy,Fog,,2025-04-27 09:35:19
630,9412,Clear,Rain,,2025-03-10 04:51:19
631,695,Clear,Fog,Holiday,2025-08-15 02:44:27
632,4144,Clear,Fog,Strike,2025-04-26 02:55:26
633,9582,Moderate,Rain,,2025-03-21 19:23:18
634,3421,Heavy,Fog,Festival,2025-07-22 15:12:40
635,6834,Clear,Clear,Festival,2025-09-01 17:39:15
636,7131,Clear,Fog,Holiday,2025-01-31 20:20:46
637,8033,Moderate,Rain,Festival,2025-04-02 21:49:31
638,3911,Heavy,Fog,Holiday,2025-08-01 09:05:51
639,2262,Clear,Fog,Strike,2025-05-23 19:01:34
640,7216,Clear,Rain,,2025-04-11 10:44:25
641,887,Moderate,Fog,,2025-08-24 08:27:55
642,2636,Clear,Fog,Strike,2025-05-31 03:46:26
643,3457,Moderate,Fog,Festival,2025-06-06 16:11:39
644,6262,Heavy,Clear,Holiday,2025-01-19 03:39:20
645,7031,Moderate,Clear,Festival,2025-03-31 04:51:10
646,301,Clear,Rain,,2025-08-18 12:36:25
647,4841,Moderate,Clear,Festival,2025-08-18 13:58:46
648,9086,Moderate,Fog,,2025-03-22 05:57:12
649,8135,Clear,Fog,,2025-03-05 20:39:42
650,7940,Clear,Clear,Strike,2025-05-24 09:20:50
651,5029,Heavy,Rain,Festival,2025-08-13 04:43:36
652,2804,Clear,Rain,Festival,2025-04-29 13:05:48
653,6409,Heavy,Fog,,2025-09-02 09:03:35
654,7298,Heavy,Clear,,2025-03-12 23:48:02
655,3414,Moderate,Fog,,2025-02-21 07:07:21
656,4548,Heavy,Clear,,2025-07-17 02:50:53
657,1288,Clear,Clear,Festival,2025-06-12 17:34:49
658,1217,Moderate,Fog,Holiday,2025-05-22 13:57:43
659,5577,Moderate,Rain,,2025-08-21 08:45:14
660,564,Heavy,Clear,Strike,2025-09-06 03:58:28
661,2268,Moderate,Clear,Festival,2025-07-11 02:41:20
662,761,Clear,Rain,Holiday,2025-02-20 05:47:17
663,5545,Moderate,Rain,Strike,2025-08-11 22:14:07
664,6898,Clear,Fog,Strike,2025-03-20 00:21:12
665,1309,Clear,Rain,,2025-07-28 16:13:15
666,5390,Clear,Rain,,2025-05-10 03:40:58
667,9189,Moderate,Fog,Strike,2025-07-31 10:58:48
668,6915,Clear,Rain,Festival,2025-03-22 17:29:04
669,4486,Moderate,Fog,Strike,2025-01-13 10:29:40
670,6628,Heavy,Fog,,2025-04-06 18:57:52
671,6364,Clear,Fog,,2025-08-07 16:12:18
672,2321,Moderate,Fog,Holiday,2025-01-22 07:36:29
673,7601,Heavy,Rain,,2025-01-28 19:35:50
674,6390,Moderate,Fog,Strike,2025-08-09 08:18:32
675,2201,Clear,Rain,,2025-01-07 15:47:13
676,6515,Clear,Fog,,2025-05-05 09:25:44
677,8650,Clear,Rain,Strike,2025-06-01 21:13:41
678,2370,Heavy,Clear,Strike,2025-03-17 21:44:49
679,3333,Clear,Rain,,2025-02-24 01:13:17
680,8531,Clear,Fog,Holiday,2025-07-01 18:12:53
681,5982,Heavy,Fog,Festival,2025-04-01 05:05:44
682,7583,Heavy,Rain,Holiday,2025-08-03 10:48:03
683,6681,Heavy,Clear,,2025-01-22 19:45:38
684,6218,Clear,Rain,Strike,2025-04-08 23:48:28
685,4061,Clear,Clear,,2025-08-13 11:31:17
686,1548,Moderate,Rain,Strike,2025-05-29 20:53:40
687,3981,Moderate,Fog,Festival,2025-06-22 13:20:01
688,6054,Heavy,Fog,Festival,2025-07-26 17:52:06
689,1833,Moderate,Clear,Festival,2025-05-29 22:38:09
690,4894,Moderate,Fog,Strike,2025-04-28 12:12:57
691,3856,Heavy,Rain,Festival,2025-02-23 10:53:59
692,6365,Heavy,Rain,Strike,2025-03-26 01:13:22
693,8819,Moderate,Fog,Holiday,2025-07-16 13:25:24
694,4504,Moderate,Clear,Holiday,2025-02-10 21:36:23
695,4887,Moderate,Clear,Festival,2025-06-03 18:49:03
696,1484,Clear,Clear,Strike,2025-06-21 03:17:06
697,7243,Clear,Fog,Holiday,2025-01-03 18:30:39
698,7782,Clear,Fog,,2025-06-25 01:56:10
699,4253,Moderate,Rain,Holiday,2025-08-24 00:00:43
700,531,Moderate,Clear,,2025-05-05 05:31:41
701,2121,Heavy,Rain,Strike,2025-03-27 18:21:58
702,3067,Clear,Rain,Strike,2025-04-04 08:26:21
703,6129,Moderate,Fog,Holiday,2025-02-20 16:41:10
704,7864,Clear,Rain,Strike,2025-05-20 07:40:43
705,6446,Clear,Rain,Strike,2025-04-05 05:30:48
706,4347,Clear,Fog,Holiday,2025-01-27 07:29:33
707,9230,Heavy,Clear,Strike,2025-02-09 02:25:03
708,7197,Moderate,Clear,,2025-01-09 11:37:33
709,5021,Moderate,Clear,,2025-01-27 21:12:24
710,1499,Clear,Rain,Holiday,2025-03-28 02:34:52
711,4629,Heavy,Rain,Holiday,2025-07-12 20:06:20
712,9894,Clear,Clear,,2025-06-12 02:59:07
713,5832,Clear,Fog,Festival,2025-02-18 04:00:55
714,8101,Clear,Rain,Festival,2025-02-15 01:45:23
715,1794,Clear,Clear,,2025-05-28 04:09:56
716,9223,Heavy,Clear,,2025-07-01 05:01:06
717,744,Moderate,Rain,Strike,2025-08-24 22:36:01
718,5666,Clear,Rain,,2025-08-14 23:44:33
719,9672,Clear,Fog,,2025-02-28 17:42:09
720,7192,Heavy,Clear,Festival,2025-08-04 21:33:31
721,5616,Clear,Rain,Strike,2025-04-08 14:40:13
722,5417,Heavy,Fog,Holiday,2025-04-30 06:40:14
723,6323,Heavy,Rain,Strike,2025-07-28 19:00:07
724,4970,Moderate,Rain,Holiday,2025-04-25 16:46:47
725,9811,Clear,Fog,Strike,2025-05-19 22:10:12
726,762,Moderate,Clear,Strike,2025-04-21 03:54:32
727,4975,Heavy,Fog,Holiday,2025-01-20 03:48:27
728,1157,Heavy,Rain,Festival,2025-06-05 21:56:08
729,9007,Moderate,Fog,,2025-01-16 08:00:55
730,5654,Clear,Fog,Strike,2025-06-06 01:33:50
731,6504,Clear,Rain,Festival,2025-08-08 20:43:58
732,6459,Heavy,Fog,Holiday,2025-07-16 07:06:26
733,3052,Clear,Clear,,2025-03-18 13:29:39
734,4621,Heavy,Rain,,2025-08-24 16:57:10
735,4168,Moderate,Fog,Festival,2025-01-07 19:02:17
736,3747,Clear,Fog,Holiday,2025-02-15 02:29:33
737,6174,Clear,Fog,Holiday,2025-02-19 04:24:14
738,6083,Clear,Rain,,2025-08-14 15:25:26
739,4331,Heavy,Clear,,2025-04-02 23:38:37
740,3000,Clear,Clear,Festival,2025-01-20 14:29:16
741,381,Moderate,Rain,,2025-03-19 19:02:55
742,221,Moderate,Rain,Holiday,2025-07-17 11:44:10
743,3629,Clear,Clear,,2025-02-03 09:48:59
744,9258,Clear,Clear,Strike,2025-02-01 14:42:00
745,6533,Moderate,Rain,Festival,2025-02-05 13:06:34
746,3057,Heavy,Rain,Strike,2025-08-11 21:18:50
747,6014,Heavy,Clear,Festival,2025-03-04 10:15:47
748,4139,Heavy,Fog,Festival,2025-08-14 19:35:40
749,5158,Clear,Clear,Strike,2025-02-04 14:47:16
750,4895,Moderate,Rain,Strike,2025-04-08 01:13:43
751,9565,Clear,Rain,Strike,2025-02-14 15:01:32
752,7455,Heavy,Rain,,2025-04-06 18:46:08
753,7725,Moderate,Fog,,2025-04-17 23:06:05
754,2142,Clear,Rain,Holiday,2025-06-05 22:26:22
755,9895,Heavy,Clear,Strike,2025-02-22 21:43:45
756,5294,Clear,Rain,Strike,2025-08-29 19:36:51
757,9479,Clear,Fog,Strike,2025-04-19 19:23:53
758,9833,Moderate,Rain,Holiday,2025-09-11 03:15:24
759,9474,Clear,Rain,,2025-04-27 02:28:16
760,7839,Heavy,Fog,Festival,2025-04-18 20:37:12
761,521,Moderate,Rain,,2025-03-18 05:16:31
762,3864,Heavy,Rain,Festival,2025-04-28 12:23:33
763,5555,Heavy,Clear,Festival,2025-01-12 21:17:44
764,1929,Moderate,Fog,,2025-09-08 18:41:16
765,8425,Heavy,Clear,Strike,2025-01-22 13:56:31
766,6516,Clear,Rain,Festival,2025-01-26 22:59:42
767,4627,Clear,Fog,Strike,2025-06-07 19:10:27
768,5946,Clear,Rain,,2025-02-07 08:43:20
769,2569,Clear,Fog,Holiday,2025-04-15 12:26:21
770,9288,Heavy,Rain,Holiday,2025-06-12 11:07:38
771,8837,Heavy,Fog,Festival,2025-07-16 21:06:34
772,2975,Clear,Rain,Festival,2025-07-31 19:45:52
773,1134,Moderate,Clear,Strike,2025-03-15 00:22:01
774,6843,Clear,Clear,Festival,2025-06-02 00:18:31
775,1863,Moderate,Clear,Holiday,2025-06-02 03:42:13
776,891,Clear,Clear,Strike,2025-02-27 07:35:23
777,2065,Moderate,Rain,Holiday,2025-05-01 22:27:53
778,4002,Heavy,Rain,Strike,2025-04-09 17:05:01
779,3958,Clear,Rain,Strike,2025-08-05 08:50:31
780,550,Clear,Clear,,2025-05-01 03:50:07
781,4014,Moderate,Rain,Strike,2025-02-04 10:37:36
782,9201,Heavy,Rain,Festival,2025-05-10 01:57:40
783,5504,Heavy,Clear,Holiday,2025-07-16 12:05:34
784,705,Heavy,Clear,Strike,2025-05-19 00:32:27
785,4531,Heavy,Fog,Strike,2025-03-03 12:35:45
786,4030,Moderate,Clear,,2025-07-21 17:35:18
787,9598,Heavy,Rain,Strike,2025-07-19 04:43:19
788,6973,Moderate,Rain,Strike,2025-09-01 14:56:49
789,668,Heavy,Fog,Holiday,2025-01-16 21:39:10
790,498,Clear,Fog,Strike,2025-03-14 01:24:22
791,3620,Moderate,Clear,Holiday,2025-05-30 13:48:29
792,7428,Heavy,Fog,Festival,2025-02-16 06:23:21
793,6491,Clear,Clear,Holiday,2025-05-17 13:19:42
794,9270,Clear,Clear,Holiday,2025-06-22 19:52:12
795,7600,Heavy,Fog,,2025-07-11 14:14:13
796,5535,Moderate,Clear,,2025-05-01 14:17:56
797,2365,Clear,Fog,Strike,2025-02-26 15:54:56
798,2942,Clear,Rain,Festival,2025-06-22 01:22:13
799,2118,Heavy,Fog,Strike,2025-01-16 05:29:01
800,7128,Heavy,Rain,Holiday,2025-03-18 14:26:00
801,2404,Heavy,Clear,Holiday,2025-07-15 16:54:33
802,3866,Clear,Clear,Strike,2025-04-07 18:57:21
803,8133,Heavy,Clear,,2025-08-08 08:22:33
804,126,Heavy,Fog,Holiday,2025-08-02 10:55:56
805,5512,Clear,Fog,,2025-02-12 20:30:29
806,2726,Moderate,Fog,Festival,2025-03-07 17:36:20
807,4506,Heavy,Fog,Holiday,2025-08-31 04:25:23
808,6759,Moderate,Fog,Festival,2025-08-25 02:24:34
809,4173,Clear,Fog,,2025-02-01 00:04:47
810,3672,Heavy,Fog,,2025-02-28 19:53:19
811,1537,Moderate,Clear,,2025-06-11 15:41:27
812,8551,Heavy,Clear,,2025-06-20 14:40:51
813,7852,Heavy,Rain,Festival,2025-03-15 03:01:21
814,4917,Heavy,Fog,Holiday,2025-03-10 01:27:12
815,5597,Heavy,Rain,,2025-08-28 11:05:34
816,7394,Clear,Rain,Holiday,2025-09-07 05:22:59
817,2740,Heavy,Clear,Festival,2025-06-06 13:42:29
818,9174,Clear,Rain,Strike,2025-02-17 02:13:16
819,712,Heavy,Clear,,2025-02-03 23:06:28
820,9381,Clear,Clear,Holiday,2025-06-18 23:29:28
821,6328,Clear,Fog,Strike,2025-03-12 05:29:04
822,6210,Moderate,Clear,Festival,2025-03-09 21:25:08
823,782,Moderate,Fog,Strike,2025-05-16 06:41:03
824,4766,Clear,Clear,Strike,2025-01-20 05:01:00
825,637,Moderate,Clear,Holiday,2025-06-12 14:19:06
826,9818,Clear,Rain,Strike,2025-07-03 20:15:34
827,808,Moderate,Clear,Holiday,2025-05-02 17:02:18
828,1389,Heavy,Clear,Holiday,2025-08-02 14:04:00
829,3736,Moderate,Clear,Holiday,2025-05-21 04:08:31
830,3390,Clear,Clear,,2025-07-30 22:43:50
831,4819,Heavy,Rain,Festival,2025-01-13 22:46:01
832,4923,Heavy,Clear,Holiday,2025-06-08 17:11:11
833,692,Clear,Clear,,2025-08-13 12:14:09
834,9085,Heavy,Clear,Holiday,2025-03-26 02:16:25
835,1867,Clear,Rain,Strike,2025-01-12 07:25:11
836,5117,Heavy,Fog,Strike,2025-01-07 18:45:07
837,139,Clear,Fog,Holiday,2025-08-05 00:25:49
838,8676,Moderate,Clear,Holiday,2025-03-18 23:43:12
839,6432,Moderate,Rain,,2025-03-14 17:42:37
840,3849,Heavy,Rain,Holiday,2025-08-12 15:55:47
841,4283,Clear,Fog,Holiday,2025-05-12 12:45:35
842,2512,Clear,Rain,Festival,2025-06-28 08:14:03
843,469,Moderate,Rain,Holiday,2025-04-18 23:31:34
844,5848,Heavy,Clear,,2025-01-23 11:29:18
845,5041,Heavy,Clear,Festival,2025-07-13 20:00:33
846,4493,Moderate,Fog,Strike,2025-07-25 01:57:44
847,1949,Clear,Rain,,2025-04-23 19:09:24
848,8999,Moderate,Clear,Strike,2025-09-06 06:05:22
849,1933,Clear,Fog,Holiday,2025-05-30 22:36:30
850,5791,Heavy,Clear,Strike,2025-04-25 09:34:47
851,5836,Clear,Rain,,2025-05-03 11:59:14
852,2704,Clear,Fog,Festival,2025-08-25 04:00:51
853,1663,Clear,Fog,,2025-03-02 11:40:22
854,2675,Clear,Rain,Holiday,2025-01-23 12:07:41
855,3247,Moderate,Rain,Strike,2025-05-18 08:44:53
856,3972,Heavy,Rain,Festival,2025-05-12 12:09:18
857,3300,Clear,Rain,,2025-03-01 09:07:07
858,1607,Clear,Fog,Strike,2025-08-08 10:49:11
859,5220,Heavy,Clear,Strike,2025-04-21 20:05:58
860,2800,Clear,Rain,Holiday,2025-02-17 01:06:16
861,8192,Clear,Rain,,2025-02-16 03:17:56
862,5752,Heavy,Rain,Festival,2025-09-01 19:37:58
863,1349,Moderate,Rain,Strike,2025-01-29 16:11:21
864,577,Heavy,Rain,Festival,2025-01-23 21:49:33
865,504,Clear,Clear,Festival,2025-07-30 05:37:52
866,5167,Moderate,Fog,Strike,2025-08-27 16:14:13
867,530,Clear,Rain,Strike,2025-04-12 11:12:46
868,1539,Clear,Fog,Strike,2025-01-12 12:26:49
869,7976,Moderate,Rain,Holiday,2025-04-14 05:38:08
870,6193,Clear,Rain,Strike,2025-05-21 02:25:11
871,4451,Heavy,Clear,,2025-08-28 00:57:17
872,5818,Moderate,Rain,,2025-03-23 16:11:44
873,4322,Moderate,Clear,,2025-06-12 16:26:34
874,376,Heavy,Rain,,2025-05-10 13:09:02
875,953,Moderate,Rain,Festival,2025-04-22 02:01:12
876,2138,Heavy,Rain,Festival,2025-08-14 13:20:31
877,8014,Heavy,Clear,Holiday,2025-02-05 10:52:11
878,6235,Moderate,Clear,Festival,2025-03-04 12:15:03
879,8344,Heavy,Fog,Strike,2025-08-13 04:06:36
880,2,Heavy,Clear,Strike,2025-06-07 22:39:23
881,1617,Clear,Fog,Festival,2025-05-23 17:26:29
882,8969,Heavy,Rain,,2025-02-18 09:52:59
883,3263,Heavy,Fog,Holiday,2025-08-07 20:41:28
884,3207,Clear,Fog,Strike,2025-05-02 20:56:07
885,6662,Moderate,Rain,Holiday,2025-03-05 22:52:04
886,6848,Clear,Rain,Holiday,2025-01-21 14:20:54
887,3759,Clear,Rain,Festival,2025-04-18 08:13:22
888,7675,Clear,Fog,,2025-08-19 20:51:24
889,9770,Heavy,Clear,Holiday,2025-03-02 08:14:23
890,3587,Heavy,Clear,Festival,2025-01-20 08:04:08
891,5783,Heavy,Fog,Holiday,2025-08-30 02:06:38
892,8008,Clear,Clear,Holiday,2025-07-18 08:02:39
893,812,Moderate,Rain,Strike,2025-07-25 03:47:47
894,4941,Moderate,Fog,Strike,2025-02-08 02:54:04
895,6063,Clear,Rain,Holiday,2025-07-12 00:59:49
896,6935,Heavy,Rain,,2025-06-22 23:54:20
897,4649,Heavy,Rain,Festival,2025-01-10 12:44:13
898,3486,Moderate,Clear,Festival,2025-01-21 03:54:08
899,5506,Moderate,Rain,Holiday,2025-08-10 10:21:33
900,2177,Heavy,Rain,,2025-06-03 02:41:59
901,9732,Moderate,Fog,,2025-07-08 13:24:42
902,5216,Clear,Clear,,2025-01-09 10:54:21
903,1367,Moderate,Clear,,2025-03-04 05:05:35
904,2572,Heavy,Clear,,2025-06-16 13:14:31
905,8727,Heavy,Clear,,2025-07-26 10:32:41
906,6059,Moderate,Fog,Strike,2025-08-29 12:52:12
907,7924,Heavy,Clear,Festival,2025-05-05 22:59:28
908,728,Heavy,Clear,Holiday,2025-04-10 13:50:49
909,9829,Heavy,Fog,,2025-07-15 03:06:05
910,9791,Heavy,Fog,Festival,2025-03-28 13:50:19
911,3303,Clear,Rain,,2025-06-26 17:22:36
912,3040,Heavy,Fog,Strike,2025-04-26 01:45:32
913,5949,Moderate,Clear,Strike,2025-07-06 08:37:47
914,6065,Clear,Clear,Holiday,2025-06-08 21:15:01
915,7551,Moderate,Clear,Strike,2025-03-27 01:46:40
916,8921,Clear,Fog,Holiday,2025-01-05 13:17:38
917,2246,Moderate,Clear,Festival,2025-06-17 15:20:55
918,5222,Moderate,Clear,,2025-02-14 12:02:53
919,5337,Heavy,Fog,Festival,2025-03-30 00:19:40
920,4674,Moderate,Fog,Holiday,2025-02-21 19:31:11
921,5683,Clear,Fog,Festival,2025-05-29 11:20:17
922,6164,Moderate,Clear,Strike,2025-05-29 11:27:55
923,6413,Heavy,Clear,,2025-01-02 16:34:24
924,2801,Clear,Fog,Strike,2025-04-26 20:41:00
925,6775,Clear,Fog,Festival,2025-01-20 07:40:06
926,2910,Moderate,Rain,,2025-06-19 10:06:02
927,2620,Heavy,Fog,,2025-04-08 09:55:40
928,9547,Moderate,Rain,,2025-04-28 18:04:56
